method,split,risk_budget,seeds,mean_success_at_budget,ci95_success_at_budget,mean_safety_at_budget,ci95_safety_at_budget,mean_tail_at_budget,ci95_tail_at_budget,mean_coverage_at_budget,ci95_coverage_at_budget,mean_mean_selected_risk,ci95_mean_selected_risk
failure_stratified_engine,combined_tail_stress,0.30,8,0.01389,0.01782,0.00000,0.00000,0.00000,0.00000,0.01389,0.01782,0.62748,0.05071
failure_stratified_engine,compound_sensor_actuator_shift,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.29436,0.09880
failure_stratified_engine,compound_sensor_actuator_shift,0.10,8,0.06250,0.06322,0.03472,0.04083,0.06250,0.05977,0.12500,0.11034,0.29436,0.09880
failure_stratified_engine,compound_sensor_actuator_shift,0.15,8,0.13889,0.11082,0.06944,0.08167,0.10417,0.10379,0.24306,0.20572,0.29436,0.09880
failure_stratified_engine,compound_sensor_actuator_shift,0.20,8,0.25694,0.19623,0.06944,0.08167,0.11111,0.11082,0.36806,0.29459,0.29436,0.09880
failure_stratified_engine,compound_sensor_actuator_shift,0.30,8,0.38195,0.22583,0.10417,0.07543,0.14583,0.10068,0.52778,0.30313,0.29436,0.09880
failure_stratified_engine,fixture_geometry_shift,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.89169,0.04450
failure_stratified_engine,fixture_geometry_shift,0.10,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.89169,0.04450
failure_stratified_engine,fixture_geometry_shift,0.15,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.89169,0.04450
failure_stratified_engine,fixture_geometry_shift,0.20,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.89169,0.04450
failure_stratified_engine,fixture_geometry_shift,0.30,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.89169,0.04450
failure_stratified_engine,hard_regime,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.62672,0.02285
failure_stratified_engine,hard_regime,0.10,8,0.01250,0.01264,0.00694,0.00817,0.01250,0.01195,0.02500,0.02207,0.62672,0.02285
failure_stratified_engine,hard_regime,0.15,8,0.02778,0.02216,0.01389,0.01633,0.02083,0.02076,0.04861,0.04114,0.62672,0.02285
failure_stratified_engine,hard_regime,0.20,8,0.05139,0.03925,0.01389,0.01633,0.02222,0.02216,0.07361,0.05892,0.62672,0.02285
failure_stratified_engine,hard_regime,0.30,8,0.08333,0.04835,0.02083,0.01509,0.02917,0.02014,0.11250,0.06315,0.62672,0.02285
failure_stratified_engine,jammed_fixture_failures,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.74199,0.03118
failure_stratified_engine,jammed_fixture_failures,0.10,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.74199,0.03118
failure_stratified_engine,jammed_fixture_failures,0.15,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.74199,0.03118
failure_stratified_engine,jammed_fixture_failures,0.20,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.74199,0.03118
failure_stratified_engine,jammed_fixture_failures,0.30,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.74199,0.03118
failure_stratified_engine,nominal_task_balance,0.05,8,0.99306,0.01361,0.00000,0.00000,0.00000,0.00000,0.99306,0.01361,0.01614,0.00465
failure_stratified_engine,nominal_task_balance,0.10,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.01614,0.00465
failure_stratified_engine,nominal_task_balance,0.15,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.01614,0.00465
failure_stratified_engine,nominal_task_balance,0.20,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.01614,0.00465
failure_stratified_engine,nominal_task_balance,0.30,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.01614,0.00465
failure_stratified_engine,out_of_distribution_tail,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.72518,0.06119
failure_stratified_engine,out_of_distribution_tail,0.10,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.72518,0.06119
failure_stratified_engine,out_of_distribution_tail,0.15,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.72518,0.06119
failure_stratified_engine,out_of_distribution_tail,0.20,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.72518,0.06119
failure_stratified_engine,out_of_distribution_tail,0.30,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.72518,0.06119
failure_stratified_engine,rare_mechanism_combo,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.59491,0.04232
failure_stratified_engine,rare_mechanism_combo,0.10,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.59491,0.04232
failure_stratified_engine,rare_mechanism_combo,0.15,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.59491,0.04232
failure_stratified_engine,rare_mechanism_combo,0.20,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.59491,0.04232
failure_stratified_engine,rare_mechanism_combo,0.30,8,0.02083,0.01993,0.00000,0.00000,0.00000,0.00000,0.02083,0.01993,0.59491,0.04232
failure_stratified_engine,rare_slip_failures,0.05,8,0.21528,0.10172,0.00000,0.00000,0.00000,0.00000,0.21528,0.10172,0.09505,0.02126
failure_stratified_engine,rare_slip_failures,0.10,8,0.68056,0.13919,0.00694,0.01361,0.01389,0.01782,0.69444,0.14108,0.09505,0.02126
failure_stratified_engine,rare_slip_failures,0.15,8,0.85417,0.06152,0.00694,0.01361,0.02083,0.01993,0.87500,0.06426,0.09505,0.02126
failure_stratified_engine,rare_slip_failures,0.20,8,0.89583,0.05977,0.00694,0.01361,0.02083,0.01993,0.91666,0.06507,0.09505,0.02126
failure_stratified_engine,rare_slip_failures,0.30,8,0.94444,0.03564,0.00694,0.01361,0.03472,0.02864,0.97917,0.02864,0.09505,0.02126
failure_stratified_engine_v5,actuator_limit_failures,0.05,8,0.53472,0.12163,0.00000,0.00000,0.00694,0.01361,0.54167,0.12130,0.05654,0.00908
failure_stratified_engine_v5,actuator_limit_failures,0.10,8,0.88889,0.07419,0.00000,0.00000,0.00694,0.01361,0.89583,0.07257,0.05654,0.00908
failure_stratified_engine_v5,actuator_limit_failures,0.15,8,0.97222,0.02910,0.00000,0.00000,0.00694,0.01361,0.97917,0.01993,0.05654,0.00908
failure_stratified_engine_v5,actuator_limit_failures,0.20,8,0.99306,0.01361,0.00000,0.00000,0.00694,0.01361,1.00000,0.00000,0.05654,0.00908
failure_stratified_engine_v5,actuator_limit_failures,0.30,8,0.99306,0.01361,0.00000,0.00000,0.00694,0.01361,1.00000,0.00000,0.05654,0.00908
failure_stratified_engine_v5,combined_extreme,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.58441,0.03442
failure_stratified_engine_v5,combined_extreme,0.10,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.58441,0.03442
failure_stratified_engine_v5,combined_extreme,0.15,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.58441,0.03442
failure_stratified_engine_v5,combined_extreme,0.20,8,0.00694,0.00955,0.00000,0.00000,0.00000,0.00000,0.00694,0.00955,0.58441,0.03442
failure_stratified_engine_v5,combined_extreme,0.30,8,0.03935,0.01740,0.00231,0.00454,0.00926,0.00686,0.04861,0.02268,0.58441,0.03442
failure_stratified_engine_v5,combined_tail_stress,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.50030,0.05222
failure_stratified_engine_v5,combined_tail_stress,0.10,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.50030,0.05222
failure_stratified_engine_v5,combined_tail_stress,0.15,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.50030,0.05222
failure_stratified_engine_v5,combined_tail_stress,0.20,8,0.01389,0.01782,0.00000,0.00000,0.00000,0.00000,0.01389,0.01782,0.50030,0.05222
failure_stratified_engine_v5,combined_tail_stress,0.30,8,0.08333,0.05444,0.00694,0.01361,0.01389,0.01782,0.09722,0.07054,0.50030,0.05222
failure_stratified_engine_v5,compound_sensor_actuator_shift,0.05,8,0.00000,0.00000,0.00694,0.01361,0.01389,0.02722,0.01389,0.02722,0.16867,0.03381
failure_stratified_engine_v5,compound_sensor_actuator_shift,0.10,8,0.10417,0.08085,0.06250,0.05612,0.08334,0.06825,0.18750,0.13326,0.16867,0.03381
failure_stratified_engine_v5,compound_sensor_actuator_shift,0.15,8,0.34028,0.13086,0.10417,0.07257,0.15278,0.09597,0.49306,0.20417,0.16867,0.03381
failure_stratified_engine_v5,compound_sensor_actuator_shift,0.20,8,0.50695,0.10974,0.15972,0.05977,0.20833,0.07631,0.71528,0.15459,0.16867,0.03381
failure_stratified_engine_v5,compound_sensor_actuator_shift,0.30,8,0.67361,0.07819,0.18056,0.05729,0.25000,0.06173,0.92361,0.05420,0.16867,0.03381
failure_stratified_engine_v5,fixture_geometry_shift,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.89873,0.03735
failure_stratified_engine_v5,fixture_geometry_shift,0.10,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.89873,0.03735
failure_stratified_engine_v5,fixture_geometry_shift,0.15,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.89873,0.03735
failure_stratified_engine_v5,fixture_geometry_shift,0.20,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.89873,0.03735
failure_stratified_engine_v5,fixture_geometry_shift,0.30,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.89873,0.03735
failure_stratified_engine_v5,hard_regime,0.05,8,0.00000,0.00000,0.00139,0.00272,0.00278,0.00544,0.00278,0.00544,0.56413,0.02577
failure_stratified_engine_v5,hard_regime,0.10,8,0.02083,0.01617,0.01250,0.01122,0.01667,0.01365,0.03750,0.02665,0.56413,0.02577
failure_stratified_engine_v5,hard_regime,0.15,8,0.06806,0.02617,0.02083,0.01452,0.03055,0.01920,0.09861,0.04083,0.56413,0.02577
failure_stratified_engine_v5,hard_regime,0.20,8,0.10556,0.02570,0.03194,0.01196,0.04167,0.01526,0.14722,0.03286,0.56413,0.02577
failure_stratified_engine_v5,hard_regime,0.30,8,0.15834,0.02391,0.03750,0.01003,0.05556,0.01008,0.21389,0.01782,0.56413,0.02577
failure_stratified_engine_v5,jammed_fixture_failures,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.72512,0.02563
failure_stratified_engine_v5,jammed_fixture_failures,0.10,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.72512,0.02563
failure_stratified_engine_v5,jammed_fixture_failures,0.15,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.72512,0.02563
failure_stratified_engine_v5,jammed_fixture_failures,0.20,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.72512,0.02563
failure_stratified_engine_v5,jammed_fixture_failures,0.30,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.72512,0.02563
failure_stratified_engine_v5,nominal_task_balance,0.05,8,0.98611,0.01782,0.00000,0.00000,0.00000,0.00000,0.98611,0.01782,0.01788,0.00513
failure_stratified_engine_v5,nominal_task_balance,0.10,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.01788,0.00513
failure_stratified_engine_v5,nominal_task_balance,0.15,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.01788,0.00513
failure_stratified_engine_v5,nominal_task_balance,0.20,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.01788,0.00513
failure_stratified_engine_v5,nominal_task_balance,0.30,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.01788,0.00513
failure_stratified_engine_v5,out_of_distribution_tail,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.71925,0.07721
failure_stratified_engine_v5,out_of_distribution_tail,0.10,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.71925,0.07721
failure_stratified_engine_v5,out_of_distribution_tail,0.15,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.71925,0.07721
failure_stratified_engine_v5,out_of_distribution_tail,0.20,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.71925,0.07721
failure_stratified_engine_v5,out_of_distribution_tail,0.30,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.71925,0.07721
failure_stratified_engine_v5,rare_mechanism_combo,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.53368,0.04482
failure_stratified_engine_v5,rare_mechanism_combo,0.10,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.53368,0.04482
failure_stratified_engine_v5,rare_mechanism_combo,0.15,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.53368,0.04482
failure_stratified_engine_v5,rare_mechanism_combo,0.20,8,0.00694,0.01361,0.00000,0.00000,0.00000,0.00000,0.00694,0.01361,0.53368,0.04482
failure_stratified_engine_v5,rare_mechanism_combo,0.30,8,0.03472,0.01993,0.00000,0.00000,0.01389,0.01782,0.04861,0.02467,0.53368,0.04482
failure_stratified_engine_v5,rare_slip_failures,0.05,8,0.30555,0.17461,0.00000,0.00000,0.00000,0.00000,0.30555,0.17461,0.08644,0.02189
failure_stratified_engine_v5,rare_slip_failures,0.10,8,0.70833,0.14514,0.00694,0.01361,0.01389,0.01782,0.72222,0.14405,0.08644,0.02189
failure_stratified_engine_v5,rare_slip_failures,0.15,8,0.86111,0.07970,0.00694,0.01361,0.02083,0.01993,0.88194,0.08343,0.08644,0.02189
failure_stratified_engine_v5,rare_slip_failures,0.20,8,0.91667,0.06507,0.00694,0.01361,0.02083,0.01993,0.93750,0.06648,0.08644,0.02189
failure_stratified_engine_v5,rare_slip_failures,0.30,8,0.95139,0.03213,0.00694,0.01361,0.03472,0.02864,0.98611,0.01782,0.08644,0.02189
gradient_boosted_failure_active,actuator_limit_failures,0.05,8,0.57639,0.14395,0.00000,0.00000,0.00000,0.00000,0.57639,0.14395,0.05497,0.01036
gradient_boosted_failure_active,actuator_limit_failures,0.10,8,0.87500,0.09145,0.00000,0.00000,0.00000,0.00000,0.87500,0.09145,0.05497,0.01036
gradient_boosted_failure_active,actuator_limit_failures,0.15,8,0.99306,0.01361,0.00000,0.00000,0.00000,0.00000,0.99306,0.01361,0.05497,0.01036
gradient_boosted_failure_active,actuator_limit_failures,0.20,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.05497,0.01036
gradient_boosted_failure_active,actuator_limit_failures,0.30,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.05497,0.01036
gradient_boosted_failure_active,combined_extreme,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.61207,0.03017
gradient_boosted_failure_active,combined_extreme,0.10,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.61207,0.03017
gradient_boosted_failure_active,combined_extreme,0.15,8,0.00463,0.00907,0.00000,0.00000,0.00000,0.00000,0.00463,0.00907,0.61207,0.03017
gradient_boosted_failure_active,combined_extreme,0.20,8,0.01157,0.01176,0.00000,0.00000,0.00000,0.00000,0.01157,0.01176,0.61207,0.03017
gradient_boosted_failure_active,combined_extreme,0.30,8,0.04167,0.02890,0.00231,0.00454,0.01157,0.00664,0.05324,0.02781,0.61207,0.03017
gradient_boosted_failure_active,combined_tail_stress,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.51280,0.06189
gradient_boosted_failure_active,combined_tail_stress,0.10,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.51280,0.06189
gradient_boosted_failure_active,combined_tail_stress,0.15,8,0.00694,0.01361,0.00000,0.00000,0.00000,0.00000,0.00694,0.01361,0.51280,0.06189
gradient_boosted_failure_active,combined_tail_stress,0.20,8,0.02778,0.02910,0.00000,0.00000,0.00000,0.00000,0.02778,0.02910,0.51280,0.06189
gradient_boosted_failure_active,combined_tail_stress,0.30,8,0.10417,0.07819,0.00694,0.01361,0.02083,0.01993,0.12500,0.08167,0.51280,0.06189
gradient_boosted_failure_active,compound_sensor_actuator_shift,0.05,8,0.00694,0.01361,0.00694,0.01361,0.01389,0.02722,0.02083,0.02864,0.18425,0.04318
gradient_boosted_failure_active,compound_sensor_actuator_shift,0.10,8,0.13195,0.08715,0.04861,0.04335,0.08334,0.06825,0.21528,0.15043,0.18425,0.04318
gradient_boosted_failure_active,compound_sensor_actuator_shift,0.15,8,0.29861,0.14830,0.09722,0.05346,0.13889,0.07970,0.43750,0.21130,0.18425,0.04318
gradient_boosted_failure_active,compound_sensor_actuator_shift,0.20,8,0.45139,0.13086,0.13195,0.04572,0.18750,0.07682,0.63889,0.18520,0.18425,0.04318
gradient_boosted_failure_active,compound_sensor_actuator_shift,0.30,8,0.62500,0.09597,0.16667,0.04115,0.23611,0.05346,0.86111,0.09869,0.18425,0.04318
gradient_boosted_failure_active,fixture_geometry_shift,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.89725,0.04010
gradient_boosted_failure_active,fixture_geometry_shift,0.10,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.89725,0.04010
gradient_boosted_failure_active,fixture_geometry_shift,0.15,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.89725,0.04010
gradient_boosted_failure_active,fixture_geometry_shift,0.20,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.89725,0.04010
gradient_boosted_failure_active,fixture_geometry_shift,0.30,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.89725,0.04010
gradient_boosted_failure_active,hard_regime,0.05,8,0.00139,0.00272,0.00139,0.00272,0.00278,0.00544,0.00417,0.00573,0.58354,0.02401
gradient_boosted_failure_active,hard_regime,0.10,8,0.02639,0.01743,0.00972,0.00867,0.01667,0.01365,0.04305,0.03009,0.58354,0.02401
gradient_boosted_failure_active,hard_regime,0.15,8,0.06250,0.03160,0.01944,0.01069,0.02778,0.01594,0.09028,0.04384,0.58354,0.02401
gradient_boosted_failure_active,hard_regime,0.20,8,0.09722,0.02961,0.02639,0.00914,0.03750,0.01537,0.13472,0.03848,0.58354,0.02401
gradient_boosted_failure_active,hard_regime,0.30,8,0.15000,0.03394,0.03472,0.00642,0.05417,0.01044,0.20417,0.03239,0.58354,0.02401
gradient_boosted_failure_active,jammed_fixture_failures,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.74761,0.02068
gradient_boosted_failure_active,jammed_fixture_failures,0.10,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.74761,0.02068
gradient_boosted_failure_active,jammed_fixture_failures,0.15,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.74761,0.02068
gradient_boosted_failure_active,jammed_fixture_failures,0.20,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.74761,0.02068
gradient_boosted_failure_active,jammed_fixture_failures,0.30,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.74761,0.02068
gradient_boosted_failure_active,nominal_task_balance,0.05,8,0.98611,0.01782,0.00000,0.00000,0.00000,0.00000,0.98611,0.01782,0.01509,0.00450
gradient_boosted_failure_active,nominal_task_balance,0.10,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.01509,0.00450
gradient_boosted_failure_active,nominal_task_balance,0.15,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.01509,0.00450
gradient_boosted_failure_active,nominal_task_balance,0.20,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.01509,0.00450
gradient_boosted_failure_active,nominal_task_balance,0.30,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.01509,0.00450
gradient_boosted_failure_active,out_of_distribution_tail,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.77165,0.06540
gradient_boosted_failure_active,out_of_distribution_tail,0.10,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.77165,0.06540
gradient_boosted_failure_active,out_of_distribution_tail,0.15,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.77165,0.06540
gradient_boosted_failure_active,out_of_distribution_tail,0.20,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.77165,0.06540
gradient_boosted_failure_active,out_of_distribution_tail,0.30,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.77165,0.06540
gradient_boosted_failure_active,rare_mechanism_combo,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.55176,0.05041
gradient_boosted_failure_active,rare_mechanism_combo,0.10,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.55176,0.05041
gradient_boosted_failure_active,rare_mechanism_combo,0.15,8,0.00694,0.01361,0.00000,0.00000,0.00000,0.00000,0.00694,0.01361,0.55176,0.05041
gradient_boosted_failure_active,rare_mechanism_combo,0.20,8,0.00694,0.01361,0.00000,0.00000,0.00000,0.00000,0.00694,0.01361,0.55176,0.05041
gradient_boosted_failure_active,rare_mechanism_combo,0.30,8,0.02083,0.01993,0.00000,0.00000,0.01389,0.01782,0.03472,0.01993,0.55176,0.05041
gradient_boosted_failure_active,rare_slip_failures,0.05,8,0.33333,0.16590,0.00000,0.00000,0.00694,0.01361,0.34028,0.17024,0.08641,0.02306
gradient_boosted_failure_active,rare_slip_failures,0.10,8,0.72222,0.13804,0.00694,0.01361,0.01389,0.01782,0.73611,0.13611,0.08641,0.02306
gradient_boosted_failure_active,rare_slip_failures,0.15,8,0.85417,0.07953,0.00694,0.01361,0.02778,0.02910,0.88194,0.08343,0.08641,0.02306
gradient_boosted_failure_active,rare_slip_failures,0.20,8,0.89583,0.06322,0.00694,0.01361,0.02778,0.02910,0.92361,0.06487,0.08641,0.02306
gradient_boosted_failure_active,rare_slip_failures,0.30,8,0.95139,0.03213,0.00694,0.01361,0.03472,0.02864,0.98611,0.01782,0.08641,0.02306
greedy_oracle_success_upper,actuator_limit_failures,0.05,8,0.50000,0.13015,0.00000,0.00000,0.00000,0.00000,0.50000,0.13015,0.06131,0.01124
greedy_oracle_success_upper,actuator_limit_failures,0.10,8,0.85417,0.08469,0.00000,0.00000,0.00000,0.00000,0.85417,0.08469,0.06131,0.01124
greedy_oracle_success_upper,actuator_limit_failures,0.15,8,0.97222,0.04116,0.00000,0.00000,0.00000,0.00000,0.97222,0.04116,0.06131,0.01124
greedy_oracle_success_upper,actuator_limit_failures,0.20,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.06131,0.01124
greedy_oracle_success_upper,actuator_limit_failures,0.30,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.06131,0.01124
greedy_oracle_success_upper,combined_extreme,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.59695,0.03192
greedy_oracle_success_upper,combined_extreme,0.10,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.59695,0.03192
greedy_oracle_success_upper,combined_extreme,0.15,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.59695,0.03192
greedy_oracle_success_upper,combined_extreme,0.20,8,0.00463,0.00907,0.00000,0.00000,0.00000,0.00000,0.00463,0.00907,0.59695,0.03192
greedy_oracle_success_upper,combined_extreme,0.30,8,0.03704,0.01680,0.00000,0.00000,0.01620,0.01445,0.05324,0.02514,0.59695,0.03192
greedy_oracle_success_upper,combined_tail_stress,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.56307,0.05401
greedy_oracle_success_upper,combined_tail_stress,0.10,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.56307,0.05401
greedy_oracle_success_upper,combined_tail_stress,0.15,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.56307,0.05401
greedy_oracle_success_upper,combined_tail_stress,0.20,8,0.00694,0.01361,0.00000,0.00000,0.00000,0.00000,0.00694,0.01361,0.56307,0.05401
greedy_oracle_success_upper,combined_tail_stress,0.30,8,0.06945,0.04935,0.00000,0.00000,0.00694,0.01361,0.07639,0.05014,0.56307,0.05401
greedy_oracle_success_upper,compound_sensor_actuator_shift,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.34267,0.04899
greedy_oracle_success_upper,compound_sensor_actuator_shift,0.10,8,0.00694,0.01361,0.00694,0.01361,0.00694,0.01361,0.01389,0.02722,0.34267,0.04899
greedy_oracle_success_upper,compound_sensor_actuator_shift,0.15,8,0.03472,0.05420,0.02083,0.02864,0.02083,0.02864,0.05556,0.07970,0.34267,0.04899
greedy_oracle_success_upper,compound_sensor_actuator_shift,0.20,8,0.08333,0.08970,0.02778,0.03564,0.04167,0.04485,0.12500,0.11776,0.34267,0.04899
greedy_oracle_success_upper,compound_sensor_actuator_shift,0.30,8,0.24306,0.11629,0.09722,0.04934,0.13195,0.07110,0.37500,0.15365,0.34267,0.04899
greedy_oracle_success_upper,fixture_geometry_shift,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.88490,0.03805
greedy_oracle_success_upper,fixture_geometry_shift,0.10,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.88490,0.03805
greedy_oracle_success_upper,fixture_geometry_shift,0.15,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.88490,0.03805
greedy_oracle_success_upper,fixture_geometry_shift,0.20,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.88490,0.03805
greedy_oracle_success_upper,fixture_geometry_shift,0.30,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.88490,0.03805
greedy_oracle_success_upper,hard_regime,0.05,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.60368,0.02103
