rank,uid,title,year,venue,url,problem_claimed,actual_mechanism,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open
11,doi:10.1162/imag_a_00057,Denoising task-correlated head motion from motor-task fMRI data with multi-echo ICA,2024,Imaging Neuroscience,https://doi.org/10.1162/imag_a_00057,Addresses robot data engines or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Data engine failure stratification keeps action-critical alternatives explicit until a physical observation collapses them.
12,arxiv:2503.06060v1,STAR: A Foundation Model-driven Framework for Robust Task Planning and Failure Recovery in Robotic Systems,2025,arXiv,http://arxiv.org/abs/2503.06060v1,Addresses robot data engines or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Data engine failure stratification keeps action-critical alternatives explicit until a physical observation collapses them.
13,doi:10.1016/j.visres.2006.08.023,Exclusion failure does not demonstrate unconscious perception II: Evidence from a forced-choice exclusion task,2006,Vision Research,https://doi.org/10.1016/j.visres.2006.08.023,Addresses robot data engines or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Data engine failure stratification keeps action-critical alternatives explicit until a physical observation collapses them.
14,doi:10.3748/wjg.v30.i22.2881,Heparin is an effective treatment for preventing liver failure after hepatectomy,2024,World Journal of Gastroenterology,https://doi.org/10.3748/wjg.v30.i22.2881,Addresses robot data engines or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Data engine failure stratification keeps action-critical alternatives explicit until a physical observation collapses them.
15,doi:10.1142/s2972335325500073,STAR: A Foundation Model-Driven Framework for Robust Task Planning and Failure Recovery in Robotic Systems,2025,International Journal of Artificial Intelligence and Robotics Research,https://doi.org/10.1142/s2972335325500073,Addresses robot data engines or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Data engine failure stratification keeps action-critical alternatives explicit until a physical observation collapses them.
16,arxiv:2409.12514v5,"TinyVLA: Towards Fast, Data-Efficient Vision-Language-Action Models for Robotic Manipulation",2024,arXiv,http://arxiv.org/abs/2409.12514v5,Addresses robot data engines or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Data engine failure stratification keeps action-critical alternatives explicit until a physical observation collapses them.
17,doi:10.3390/e25050757,Failure Mode and Effects Analysis on the Air System of an Aero Turbofan Engine Using the Gaussian Model and Evidence Theory,2023,Entropy,https://doi.org/10.3390/e25050757,Addresses robot data engines or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Data engine failure stratification keeps action-critical alternatives explicit until a physical observation collapses them.
18,arxiv:2410.04640v2,Unpacking Failure Modes of Generative Policies: Runtime Monitoring of Consistency and Progress,2024,arXiv,http://arxiv.org/abs/2410.04640v2,Addresses robot data engines or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Data engine failure stratification keeps action-critical alternatives explicit until a physical observation collapses them.
19,doi:10.1115/detc2013-13377,SQP-Based Mobile Manipulator Motion Planning With Controlled Infeasibility for Physically Valid Task Failure,2013,Volume 6A: 37th Mechanisms and Robotics Conference,https://doi.org/10.1115/detc2013-13377,Addresses robot data engines or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Data engine failure stratification keeps action-critical alternatives explicit until a physical observation collapses them.
20,arxiv:2606.00815v1,OmniEEG-Bench: A Standardized Evaluation Benchmark for EEG Foundation Models,2026,arXiv,http://arxiv.org/abs/2606.00815v1,Addresses robot data engines or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Data engine failure stratification keeps action-critical alternatives explicit until a physical observation collapses them.
21,arxiv:2601.15197v7,LangForce: Bayesian Decomposition of Vision Language Action Models via Latent Action Queries,2026,arXiv,http://arxiv.org/abs/2601.15197v7,Addresses robot data engines or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Data engine failure stratification keeps action-critical alternatives explicit until a physical observation collapses them.
22,doi:10.1609/aaai.v28i1.9056,A Framework for Task Planning in Heterogeneous Multi Robot Systems Based on Robot Capabilities,2014,Proceedings of the AAAI Conference on Artificial Intelligence,https://doi.org/10.1609/aaai.v28i1.9056,Addresses robot data engines or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Data engine failure stratification keeps action-critical alternatives explicit until a physical observation collapses them.
23,doi:10.3390/met9080905,A new Dynamic Plasticity and Failure Model for Metals,2019,Metals,https://doi.org/10.3390/met9080905,Addresses robot data engines or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Data engine failure stratification keeps action-critical alternatives explicit until a physical observation collapses them.
24,doi:10.1007/s42489-020-00069-6,Creating Immersive Virtual Environments Based on Open Geospatial Data and Game Engines,2021,KN - Journal of Cartography and Geographic Information,https://doi.org/10.1007/s42489-020-00069-6,Addresses robot data engines or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Data engine failure stratification keeps action-critical alternatives explicit until a physical observation collapses them.
25,doi:10.21070/ijins.v27i1.1843,Improving Shoe Product Quality Through the New Seven Tools Approach and Failure Mode Effect Analysis (FMEA),2025,Indonesian Journal of Innovation Studies,https://doi.org/10.21070/ijins.v27i1.1843,Addresses robot data engines or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Data engine failure stratification keeps action-critical alternatives explicit until a physical observation collapses them.
26,doi:10.1038/s41539-025-00373-8,Motor learning mechanisms are not modified by feedback manipulations in a real-world task,2025,npj Science of Learning,https://doi.org/10.1038/s41539-025-00373-8,Addresses robot data engines or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Data engine failure stratification keeps action-critical alternatives explicit until a physical observation collapses them.
27,doi:10.1002/oca.2581,Engine idle speed control using nonlinear multiparametric model predictive control,2020,Optimal Control Applications and Methods,https://doi.org/10.1002/oca.2581,Addresses robot data engines or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Data engine failure stratification keeps action-critical alternatives explicit until a physical observation collapses them.
28,doi:10.30574/wjarr.2024.22.3.1740,Navigating challenges in new product development: Strategies for reducing failure rates in the medical device industry,2024,World Journal of Advanced Research and Reviews,https://doi.org/10.30574/wjarr.2024.22.3.1740,Addresses robot data engines or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Data engine failure stratification keeps action-critical alternatives explicit until a physical observation collapses them.
29,arxiv:2601.07821v1,Failure-Aware RL: Reliable Offline-to-Online Reinforcement Learning with Self-Recovery for Real-World Manipulation,2026,arXiv,http://arxiv.org/abs/2601.07821v1,Addresses robot data engines or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Data engine failure stratification keeps action-critical alternatives explicit until a physical observation collapses them.
30,doi:10.1093/bib/bbad535,ChIP-GPT: a managed large language model for robust data extraction from biomedical database records,2024,Briefings in Bioinformatics,https://doi.org/10.1093/bib/bbad535,Addresses robot data engines or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Data engine failure stratification keeps action-critical alternatives explicit until a physical observation collapses them.
31,doi:10.3390/pr9040676,Real-World Failure Prevention Framework for Manufacturing Facilities Using Text Data,2021,Processes,https://doi.org/10.3390/pr9040676,Addresses robot data engines or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Data engine failure stratification keeps action-critical alternatives explicit until a physical observation collapses them.
32,doi:10.5527/wjn.v12.i5.182,Heterogeneity in cardiorenal protection by Sodium glucose cotransporter 2 inhibitors in heart failure across the ejection fraction strata: Systematic review and meta-analysis,2023,World Journal of Nephrology,https://doi.org/10.5527/wjn.v12.i5.182,Addresses robot data engines or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Data engine failure stratification keeps action-critical alternatives explicit until a physical observation collapses them.
33,doi:10.3748/wjg.v30.i27.3273,"Novel insights into autophagy in gastrointestinal pathologies, mechanisms in metabolic dysfunction-associated fatty liver disease and acute liver failure",2024,World Journal of Gastroenterology,https://doi.org/10.3748/wjg.v30.i27.3273,Addresses robot data engines or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Data engine failure stratification keeps action-critical alternatives explicit until a physical observation collapses them.
34,doi:10.1038/s41598-020-59257-z,A data-driven approach to decompose motion data into task-relevant and task-irrelevant components in categorical outcome,2020,Scientific Reports,https://doi.org/10.1038/s41598-020-59257-z,Addresses robot data engines or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Data engine failure stratification keeps action-critical alternatives explicit until a physical observation collapses them.
35,doi:10.1038/s41598-019-43558-z,Decomposing motion that changes over time into task-relevant and task-irrelevant components in a data-driven manner: application to motor adaptation in whole-body movements,2019,Scientific Reports,https://doi.org/10.1038/s41598-019-43558-z,Addresses robot data engines or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Data engine failure stratification keeps action-critical alternatives explicit until a physical observation collapses them.
36,doi:10.66311/3069-230x.02.02.03,Legal Perspective on New Business Model: Limitation of Minting Process and Integration of Distributed Ledger Technology,2026,"International Review of Business, Trade, and Economics",https://doi.org/10.66311/3069-230x.02.02.03,Addresses robot data engines or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Data engine failure stratification keeps action-critical alternatives explicit until a physical observation collapses them.
37,doi:10.1115/1.4054614,Modeling and Real-Time Motion Planning of a Class of Kinematically Redundant Parallel Mechanisms With Reconfigurable Platform,2023,Journal of Mechanisms and Robotics,https://doi.org/10.1115/1.4054614,Addresses robot data engines or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Data engine failure stratification keeps action-critical alternatives explicit until a physical observation collapses them.
38,arxiv:2202.06674v2,Learning to Ground Objects for Robot Task and Motion Planning,2022,arXiv,http://arxiv.org/abs/2202.06674v2,Addresses robot data engines or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Data engine failure stratification keeps action-critical alternatives explicit until a physical observation collapses them.
39,doi:10.3390/app11167349,Case Study of Expected Loss Failure Mode and Effect Analysis Model Based on Maintenance Data,2021,Applied Sciences,https://doi.org/10.3390/app11167349,Addresses robot data engines or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Data engine failure stratification keeps action-critical alternatives explicit until a physical observation collapses them.
40,doi:10.1109/iros58592.2024.10801328,LLM 3 : Large Language Model-based Task and Motion Planning with Motion Failure Reasoning,2024,2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),https://doi.org/10.1109/iros58592.2024.10801328,Addresses robot data engines or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Data engine failure stratification keeps action-critical alternatives explicit until a physical observation collapses them.
41,doi:10.62012/zl.v5i3.42087,Penerapan Metode Failure Mode And Effect Analysis (FMEA) Pada Industri Pelayaran Dalam Mengidentifikasi Potensi Kegagalan Komponen Mesin Induk ( Studi Kasus di Kapal Xyz ) Application of Failure Mode and Effect Analysis (FMEA) Method in the Maritime Industry to Identify Potential Failures in Main Engine Components (Case Study on Vessel Xyz),2024,Zona Laut Jurnal Inovasi Sains Dan Teknologi Kelautan,https://doi.org/10.62012/zl.v5i3.42087,Addresses robot data engines or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Data engine failure stratification keeps action-critical alternatives explicit until a physical observation collapses them.
42,doi:10.3126/njs.v3i0.25576,Comparison of Cox Proportional Hazards Model and Lognormal Accelerated Failure Time Model: Application in Time to Event Analysis of Acute Liver Failure Patients in India,2019,Nepalese Journal of Statistics,https://doi.org/10.3126/njs.v3i0.25576,Addresses robot data engines or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Data engine failure stratification keeps action-critical alternatives explicit until a physical observation collapses them.
43,arxiv:2409.03299v1,Bringing the RT-1-X Foundation Model to a SCARA robot,2024,arXiv,http://arxiv.org/abs/2409.03299v1,Addresses robot data engines or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Data engine failure stratification keeps action-critical alternatives explicit until a physical observation collapses them.
44,doi:10.1002/ehf2.12603,Takotsubo Syndrome in Heart Failure and World Congress on Acute Heart Failure 2019: Highlights From the Experts,2020,ESC Heart Failure,https://doi.org/10.1002/ehf2.12603,Addresses robot data engines or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Data engine failure stratification keeps action-critical alternatives explicit until a physical observation collapses them.
45,doi:10.1007/bfb0029241,A new model for the recovery of cylindrical structures from medical image data,1997,Lecture Notes in Computer Science CVRMed-MRCAS'97,https://doi.org/10.1007/bfb0029241,Addresses robot data engines or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Data engine failure stratification keeps action-critical alternatives explicit until a physical observation collapses them.
46,doi:10.3390/app15062954,Failure Modes Analysis Related to User Experience in Interactive System Design Through a Fuzzy Failure Mode and Effect Analysis-Based Hybrid Approach,2025,Applied Sciences,https://doi.org/10.3390/app15062954,Addresses robot data engines or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Data engine failure stratification keeps action-critical alternatives explicit until a physical observation collapses them.
47,doi:10.2139/ssrn.6167874,Premature Commitment as a Failure Mode in Task Oriented Agents,,,https://doi.org/10.2139/ssrn.6167874,Addresses robot data engines or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Data engine failure stratification keeps action-critical alternatives explicit until a physical observation collapses them.
48,arxiv:2412.14058v4,What Matters in Building Vision-Language-Action Models for Generalist Robots,2024,arXiv,http://arxiv.org/abs/2412.14058v4,Addresses robot data engines or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Data engine failure stratification keeps action-critical alternatives explicit until a physical observation collapses them.
